Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Main Supervising District,Release Type,Release type: Paroled to Detainder united,Part of Target Population,Recidivism - Return to Prison numeric
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Theft,4JD,Paroled to Detainer - Iowa,Paroled to Detainer,Yes,0
2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Asian or Pacific Islander - Non-Hispanic,25-34,B Felony,Violent,Other Violent,,Paroled to Detainer - INS,Paroled to Detainer,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,3JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,5JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,1JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,6JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,5JD,Parole,Parole,No,0
2015,2018,White - Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,45-54,B Felony,Violent,Kidnap,8JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Drug,Drug Possession,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Traffic,,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Other,Other Criminal,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,55 and Older,C Felony,Violent,Other Violent,3JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Theft,7JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,2JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,8JD,Parole,Parole,Yes,0
2015,2018,White - Hispanic,Under 25,C Felony,Property,Burglary,3JD,Parole,Parole,Yes,0
2015,2018,White - Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Hispanic,Under 25,C Felony,Property,Theft,5JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,1JD,Parole,Parole,Yes,0
2015,2018,White - Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,,Paroled to Detainer - INS,Paroled to Detainer,Yes,0
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,5JD,Paroled to Detainer - U.S. Marshall,Paroled to Detainer,Yes,0
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Violent,Assault,,Parole,Parole,Yes,0
2015,2018,White - Hispanic,25-34,D Felony,Drug,Drug Possession,3JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,4JD,Parole,Parole,Yes,0
2015,2018,White - Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,B Felony,Drug,Trafficking,,Paroled to Detainer - INS,Paroled to Detainer,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,,Paroled to Detainer - Out of State,Paroled to Detainer,No,0
2015,2018,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,5JD,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Sex,1JD,Special Sentence,Special Sentence,No,0
2015,2018,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,1JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,8JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,45-54,D Felony,Violent,Sex,2JD,Special Sentence,Special Sentence,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Assault,2JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,25-34,Serious Misdemeanor,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,5JD,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,45-54,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,25-34,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,25-34,C Felony,Violent,Robbery,2JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,1JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,6JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,,Parole,Parole,No,0
2015,2018,White - Hispanic,Under 25,C Felony,Property,Burglary,4JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,Under 25,Serious Misdemeanor,Property,Vandalism,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Theft,,Paroled to Detainer - Out of State,Paroled to Detainer,No,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,8JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,8JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Sex,5JD,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,35-44,D Felony,Public Order,Weapons,1JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,1JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,6JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,45-54,C Felony,Property,Arson,2JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,Prostitution/Pimping,2JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,,Paroled to Detainer - INS,Paroled to Detainer,Yes,0
2015,2018,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,5JD,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,5JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Violent,Sex,2JD,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Property,Theft,5JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,C Felony,Violent,Other Violent,7JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,5JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,25-34,C Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Drug Possession,2JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Drug,Trafficking,1JD,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Property,Theft,,Paroled to Detainer - Out of State,Paroled to Detainer,Yes,0
2015,2018,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,1JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,45-54,D Felony,Violent,Murder/Manslaughter,5JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,3JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,Asian or Pacific Islander - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,4JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,8JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,Under 25,C Felony,Property,Theft,8JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,1JD,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Property,Burglary,6JD,Parole,Parole,Yes,0
2015,2018,Asian or Pacific Islander - Non-Hispanic,35-44,C Felony,Drug,Trafficking,3JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,B Felony,Property,Arson,7JD,Parole,Parole,Yes,0
2015,2018,American Indian or Alaska Native - Non-Hispanic,Under 25,C Felony,Property,Theft,6JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,4JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Theft,,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Burglary,2JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,5JD,Parole,Parole,No,0
2015,2018,White - Hispanic,Under 25,D Felony,Public Order,OWI,5JD,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Property,Burglary,5JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,25-34,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,45-54,D Felony,Violent,Assault,8JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Burglary,3JD,Parole,Parole,Yes,0
2015,2018,Asian or Pacific Islander - Non-Hispanic,25-34,C Felony,Property,Forgery/Fraud,,Paroled to Detainer - INS,Paroled to Detainer,No,0
2015,2018,White - Non-Hispanic,45-54,C Felony,Violent,Sex,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,1JD,Paroled to Detainer - Iowa,Paroled to Detainer,Yes,0
2015,2018,White - Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,45-54,D Felony,Violent,Sex,2JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,6JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,5JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,5JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,5JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,1JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,1JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Theft,3JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Burglary,1JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Drug,Trafficking,5JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,6JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Hispanic,25-34,D Felony,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,Special Sentence 2005,Violent,Sex,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Other Violent,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,5JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Theft,3JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Sex,6JD,Special Sentence,Special Sentence,No,0
2015,2018,Black - Non-Hispanic,55 and Older,D Felony,Property,Forgery/Fraud,,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Forgery/Fraud,5JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,25-34,D Felony,Property,Vandalism,8JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Other,Other Criminal,3JD,Special Sentence,Special Sentence,Yes,0
2015,2018,White - Non-Hispanic,35-44,C Felony,Violent,Assault,1JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,45-54,C Felony,Violent,Sex,8JD,Special Sentence,Special Sentence,No,0
2015,2018,Asian or Pacific Islander - Non-Hispanic,35-44,D Felony,Public Order,OWI,3JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,5JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,5JD,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,Under 25,D Felony,Public Order,Weapons,1JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,,Paroled to Detainer - Out of State,Paroled to Detainer,Yes,0
2015,2018,White - Non-Hispanic,Under 25,C Felony,Violent,Assault,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Burglary,4JD,Parole,Parole,Yes,0
2015,2018,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Violent,Sex,3JD,Special Sentence,Special Sentence,No,0
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,OWI,5JD,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,Black - Non-Hispanic,45-54,C Felony,Property,Theft,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Public Order,Weapons,7JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,4JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,1JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,Under 25,C Felony,Violent,Robbery,,Paroled to Detainer - INS,Paroled to Detainer,Yes,0
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,5JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,45-54,C Felony,Violent,Sex,7JD,Special Sentence,Special Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,5JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,5JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Other Public Order,2JD,Special Sentence,Special Sentence,No,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Robbery,8JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,Black - Non-Hispanic,25-34,C Felony,Property,Theft,7JD,Parole,Parole,Yes,0
2015,2018,White - Hispanic,Under 25,C Felony,Violent,Assault,5JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Violent,Sex,2JD,Special Sentence,Special Sentence,Yes,0
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Weapons,1JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,5JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,5JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,5JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Asian or Pacific Islander - Non-Hispanic,Under 25,Felony - Enhancement to Original Penalty,Drug,Trafficking,5JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,25-34,C Felony,Property,Burglary,1JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Theft,,Paroled to Detainer - Out of State,Paroled to Detainer,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,Prostitution/Pimping,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Asian or Pacific Islander - Non-Hispanic,25-34,C Felony,Property,Forgery/Fraud,,Paroled to Detainer - INS,Paroled to Detainer,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,7JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,55 and Older,D Felony,Public Order,OWI,3JD,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,25-34,C Felony,Property,Theft,,Parole,Parole,Yes,0
2015,2018,American Indian or Alaska Native - Non-Hispanic,Under 25,D Felony,Property,Burglary,5JD,Paroled to Detainer - Out of State,Paroled to Detainer,Yes,0
2015,2018,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Hispanic,35-44,D Felony,Public Order,Weapons,,Paroled to Detainer - INS,Paroled to Detainer,No,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,8JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,8JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Assault,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,1JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,C Felony,Violent,Sex,8JD,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,6JD,Parole,Parole,Yes,0
2015,2018,White - Hispanic,35-44,Aggravated Misdemeanor,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
